Type,Region,Residence Type,Service Type,Year,Coverage,Population,Service level
sdg,Europe and Northern America,urban,Drinking water,2000,0.322,2455964.88382,Unimproved
sdg,Europe and Northern America,total,Drinking water,2001,1.03852,10809541.6334,Unimproved
sdg,Europe and Northern America,rural,Drinking water,2001,2.92116,8003776.24879,Unimproved
sdg,Europe and Northern America,urban,Drinking water,2001,0.32039,2456936.48345,Unimproved
sdg,Europe and Northern America,total,Drinking water,2002,1.01327,10579605.91193,Unimproved
sdg,Europe and Northern America,rural,Drinking water,2002,2.84998,7776255.57529,Unimproved
sdg,Europe and Northern America,urban,Drinking water,2002,0.31664,2442084.61589,Unimproved
sdg,Europe and Northern America,total,Drinking water,2003,0.98751,10345698.88131,Unimproved
sdg,Europe and Northern America,rural,Drinking water,2003,2.77821,7548030.56187,Unimproved
sdg,Europe and Northern America,urban,Drinking water,2003,0.31291,2428134.2082,Unimproved
sdg,Europe and Northern America,total,Drinking water,2004,0.96224,10118310.71686,Unimproved
sdg,Europe and Northern America,rural,Drinking water,2004,2.70731,7324729.90417,Unimproved
sdg,Europe and Northern America,urban,Drinking water,2004,0.3093,2415588.80796,Unimproved
sdg,Europe and Northern America,total,Drinking water,2005,0.98582,10405603.15085,Unimproved
sdg,Europe and Northern America,rural,Drinking water,2005,2.96847,7997478.41438,Unimproved
sdg,Europe and Northern America,urban,Drinking water,2005,0.30637,2408399.72577,Unimproved
sdg,Europe and Northern America,total,Drinking water,2006,0.9629,10209575.45339,Unimproved
sdg,Europe and Northern America,rural,Drinking water,2006,2.90676,7805586.69753,Unimproved
sdg,Europe and Northern America,urban,Drinking water,2006,0.30366,2404256.13918,Unimproved
sdg,Europe and Northern America,total,Drinking water,2007,0.94003,10012819.06034,Unimproved
sdg,Europe and Northern America,rural,Drinking water,2007,2.84521,7613084.75421,Unimproved
sdg,Europe and Northern America,urban,Drinking water,2007,0.30091,2400008.19631,Unimproved
sdg,Europe and Northern America,total,Drinking water,2008,1.01465,10860225.1636,Unimproved
sdg,Europe and Northern America,rural,Drinking water,2008,3.1079,8288891.89476,Unimproved
sdg,Europe and Northern America,urban,Drinking water,2008,0.29656,2383280.58082,Unimproved
sdg,Europe and Northern America,total,Drinking water,2009,0.99002,10644461.92557,Unimproved
sdg,Europe and Northern America,rural,Drinking water,2009,3.04921,8103427.71942,Unimproved
sdg,Europe and Northern America,urban,Drinking water,2009,0.2924,2366760.45153,Unimproved
sdg,Europe and Northern America,total,Drinking water,2010,0.96869,10457930.18861,Unimproved
sdg,Europe and Northern America,rural,Drinking water,2010,2.99171,7920135.12249,Unimproved
sdg,Europe and Northern America,urban,Drinking water,2010,0.29177,2377556.33056,Unimproved
sdg,Europe and Northern America,total,Drinking water,2011,0.94763,10271865.14426,Unimproved
sdg,Europe and Northern America,rural,Drinking water,2011,2.935,7738301.6625,Unimproved
sdg,Europe and Northern America,urban,Drinking water,2011,0.29103,2387358.46504,Unimproved
sdg,Europe and Northern America,total,Drinking water,2012,0.92791,10099395.28714,Unimproved
sdg,Europe and Northern America,rural,Drinking water,2012,2.87947,7563440.23116,Unimproved
sdg,Europe and Northern America,urban,Drinking water,2012,0.29108,2403589.27022,Unimproved
sdg,Europe and Northern America,total,Drinking water,2013,0.90935,9935675.64119,Unimproved
sdg,Europe and Northern America,rural,Drinking water,2013,2.82543,7390759.43414,Unimproved
sdg,Europe and Northern America,urban,Drinking water,2013,0.29195,2426210.5494,Unimproved
sdg,Europe and Northern America,total,Drinking water,2014,0.89102,9771289.5203,Unimproved
sdg,Europe and Northern America,rural,Drinking water,2014,2.77181,7218833.08495,Unimproved
sdg,Europe and Northern America,urban,Drinking water,2014,0.29268,2447396.40052,Unimproved
sdg,Europe and Northern America,total,Drinking water,2015,0.87338,9612895.38759,Unimproved
sdg,Europe and Northern America,rural,Drinking water,2015,2.72158,7055686.9865,Unimproved
sdg,Europe and Northern America,urban,Drinking water,2015,0.29307,2465930.12269,Unimproved
sdg,Europe and Northern America,total,Drinking water,2016,0.85616,9459262.59342,Unimproved
sdg,Europe and Northern America,rural,Drinking water,2016,2.67289,6897081.2574,Unimproved
sdg,Europe and Northern America,urban,Drinking water,2016,0.29342,2484752.72697,Unimproved
sdg,Europe and Northern America,total,Drinking water,2017,0.83897,9304345.8882,Unimproved
sdg,Europe and Northern America,rural,Drinking water,2017,2.6243,6737553.81145,Unimproved
sdg,Europe and Northern America,urban,Drinking water,2017,0.29371,2503237.3145,Unimproved
sdg,Europe and Northern America,total,Drinking water,2018,0.82208,9147993.14973,Unimproved
sdg,Europe and Northern America,rural,Drinking water,2018,2.57634,6576473.49891,Unimproved
sdg,Europe and Northern America,urban,Drinking water,2018,0.294,2521116.55269,Unimproved
sdg,Europe and Northern America,total,Drinking water,2019,0.8057,8994008.33242,Unimproved
sdg,Europe and Northern America,rural,Drinking water,2019,2.53088,6419554.97203,Unimproved
sdg,Europe and Northern America,urban,Drinking water,2019,0.2942,2537898.70782,Unimproved
sdg,Europe and Northern America,total,Drinking water,2020,0.78941,8828278.21974,Unimproved
sdg,Europe and Northern America,rural,Drinking water,2020,2.4877,6260022.64694,Unimproved
sdg,Europe and Northern America,urban,Drinking water,2020,0.2937,2545518.15553,Unimproved
sdg,Europe and Northern America,total,Drinking water,2021,0.77448,8663471.30389,Unimproved
sdg,Europe and Northern America,rural,Drinking water,2021,2.45206,6109124.98257,Unimproved
sdg,Europe and Northern America,urban,Drinking water,2021,0.29275,2545426.71171,Unimproved
sdg,Europe and Northern America,total,Drinking water,2022,0.75767,8475233.08897,Unimproved
sdg,Europe and Northern America,rural,Drinking water,2022,2.41058,5948931.73072,Unimproved
sdg,Europe and Northern America,urban,Drinking water,2022,0.28722,2503991.9868,Unimproved
sdg,Latin America and the Caribbean,total,Drinking water,2000,5.8285,30452503.98784,Unimproved
sdg,Latin America and the Caribbean,rural,Drinking water,2000,16.44367,21026674.79037,Unimproved
sdg,Latin America and the Caribbean,urban,Drinking water,2000,2.38372,9406262.41988,Unimproved
sdg,Latin America and the Caribbean,total,Drinking water,2001,5.53712,29339840.10524,Unimproved
sdg,Latin America and the Caribbean,rural,Drinking water,2001,15.76417,20144377.93119,Unimproved
sdg,Latin America and the Caribbean,urban,Drinking water,2001,2.28757,9198073.24686,Unimproved
sdg,Latin America and the Caribbean,total,Drinking water,2002,5.22779,28079556.38552,Unimproved
sdg,Latin America and the Caribbean,rural,Drinking water,2002,14.94657,19097739.64309,Unimproved
sdg,Latin America and the Caribbean,urban,Drinking water,2002,2.19485,8984571.30469,Unimproved
sdg,Latin America and the Caribbean,total,Drinking water,2003,4.95619,26969726.22639,Unimproved
sdg,Latin America and the Caribbean,rural,Drinking water,2003,14.2544,18204675.60795,Unimproved
sdg,Latin America and the Caribbean,urban,Drinking water,2003,2.10541,8767962.8311,Unimproved
sdg,Latin America and the Caribbean,total,Drinking water,2004,4.69208,25857165.47768,Unimproved
sdg,Latin America and the Caribbean,rural,Drinking water,2004,13.57424,17327681.59129,Unimproved
sdg,Latin America and the Caribbean,urban,Drinking water,2004,2.0151,8532551.8027,Unimproved
sdg,Latin America and the Caribbean,total,Drinking water,2005,4.43213,24727848.88152,Unimproved
sdg,Latin America and the Caribbean,rural,Drinking water,2005,12.89674,16450447.63887,Unimproved
sdg,Latin America and the Caribbean,urban,Drinking water,2005,1.92408,8280635.16086,Unimproved
sdg,Latin America and the Caribbean,total,Drinking water,2006,4.17682,23583231.00572,Unimproved
sdg,Latin America and the Caribbean,rural,Drinking water,2006,12.22399,15573210.30119,Unimproved
sdg,Latin America and the Caribbean,urban,Drinking water,2006,1.8328,8013440.21047,Unimproved
sdg,Latin America and the Caribbean,total,Drinking water,2007,3.92627,22426983.63877,Unimproved
sdg,Latin America and the Caribbean,rural,Drinking water,2007,11.55577,14698583.69478,Unimproved
sdg,Latin America and the Caribbean,urban,Drinking water,2007,1.74142,7732010.2665,Unimproved
sdg,Latin America and the Caribbean,total,Drinking water,2008,3.68127,21264794.07713,Unimproved
sdg,Latin America and the Caribbean,rural,Drinking water,2008,10.89681,13834979.31395,Unimproved
sdg,Latin America and the Caribbean,urban,Drinking water,2008,1.64966,7434772.75213,Unimproved
sdg,Latin America and the Caribbean,total,Drinking water,2009,3.43995,20090233.10368,Unimproved
sdg,Latin America and the Caribbean,rural,Drinking water,2009,10.23274,12966955.52195,Unimproved
sdg,Latin America and the Caribbean,urban,Drinking water,2009,1.55763,7123134.61442,Unimproved
sdg,Latin America and the Caribbean,total,Drinking water,2010,3.20241,18910262.11083,Unimproved
sdg,Latin America and the Caribbean,rural,Drinking water,2010,9.57543,12109833.80661,Unimproved
sdg,Latin America and the Caribbean,urban,Drinking water,2010,1.46543,6800113.04412,Unimproved
sdg,Latin America and the Caribbean,total,Drinking water,2011,2.96909,17729446.56145,Unimproved
sdg,Latin America and the Caribbean,rural,Drinking water,2011,8.92182,11262286.56892,Unimproved
sdg,Latin America and the Caribbean,urban,Drinking water,2011,1.37325,6466643.294,Unimproved
sdg,Latin America and the Caribbean,total,Drinking water,2012,2.74172,16553771.6876,Unimproved
sdg,Latin America and the Caribbean,rural,Drinking water,2012,8.27802,10431440.4144,Unimproved
sdg,Latin America and the Caribbean,urban,Drinking water,2012,1.28132,6121617.33476,Unimproved
sdg,Latin America and the Caribbean,total,Drinking water,2013,2.54219,15514448.25387,Unimproved
sdg,Latin America and the Caribbean,rural,Drinking water,2013,7.77271,9775427.82497,Unimproved
sdg,Latin America and the Caribbean,urban,Drinking water,2013,1.1843,5738083.90495,Unimproved
sdg,Latin America and the Caribbean,total,Drinking water,2014,2.34351,14452145.87195,Unimproved
sdg,Latin America and the Caribbean,rural,Drinking water,2014,7.26892,9120892.89757,Unimproved
sdg,Latin America and the Caribbean,urban,Drinking water,2014,1.0851,5330124.16458,Unimproved
sdg,Latin America and the Caribbean,total,Drinking water,2015,2.14483,13362956.14711,Unimproved
sdg,Latin America and the Caribbean,rural,Drinking water,2015,6.76789,8470655.68072,Unimproved
sdg,Latin America and the Caribbean,urban,Drinking water,2015,0.98238,4890973.44035,Unimproved
sdg,Latin America and the Caribbean,total,Drinking water,2016,1.98002,12460220.24995,Unimproved
sdg,Latin America and the Caribbean,rural,Drinking water,2016,6.43084,8027294.17381,Unimproved
sdg,Latin America and the Caribbean,urban,Drinking water,2016,0.8789,4433787.792,Unimproved
sdg,Latin America and the Caribbean,total,Drinking water,2017,1.50242,9546424.94559,Unimproved
sdg,Latin America and the Caribbean,rural,Drinking water,2017,5.69794,7092318.62124,Unimproved
sdg,Latin America and the Caribbean,urban,Drinking water,2017,0.78147,3992794.61999,Unimproved
sdg,Latin America and the Caribbean,total,Drinking water,2018,1.25821,8068393.69577,Unimproved
sdg,Latin America and the Caribbean,rural,Drinking water,2018,4.88565,6063384.80305,Unimproved
sdg,Latin America and the Caribbean,urban,Drinking water,2018,0.74788,3867696.00353,Unimproved
sdg,Latin America and the Caribbean,total,Drinking water,2019,1.12908,7302938.5091,Unimproved
sdg,Latin America and the Caribbean,rural,Drinking water,2019,4.53862,5612203.1275,Unimproved
sdg,Latin America and the Caribbean,urban,Drinking water,2019,0.65769,3440704.80976,Unimproved
sdg,Latin America and the Caribbean,total,Drinking water,2020,1.05329,6865291.29663,Unimproved
sdg,Latin America and the Caribbean,rural,Drinking water,2020,4.20708,5176305.74003,Unimproved
sdg,Latin America and the Caribbean,urban,Drinking water,2020,0.62373,3298004.48468,Unimproved
sdg,Latin America and the Caribbean,total,Drinking water,2021,0.89082,5844269.62533,Unimproved
sdg,Latin America and the Caribbean,rural,Drinking water,2021,3.26369,3990509.11385,Unimproved
sdg,Latin America and the Caribbean,urban,Drinking water,2021,0.59827,3193467.71085,Unimproved
sdg,Latin America and the Caribbean,total,Drinking water,2022,0.85116,5619583.05798,Unimproved
sdg,Latin America and the Caribbean,rural,Drinking water,2022,3.02377,3672270.77144,Unimproved
sdg,Latin America and the Caribbean,urban,Drinking water,2022,0.59178,3188387.95327,Unimproved
sdg,Northern Africa and Western Asia,total,Drinking water,2000,9.04109,32698160.03135,Unimproved
sdg,Northern Africa and Western Asia,rural,Drinking water,2000,16.09734,25332671.87072,Unimproved
sdg,Northern Africa and Western Asia,urban,Drinking water,2000,2.98769,6103557.85584,Unimproved
sdg,Northern Africa and Western Asia,total,Drinking water,2001,8.87156,32710976.23391,Unimproved
sdg,Northern Africa and Western Asia,rural,Drinking water,2001,15.9082,25349488.53561,Unimproved
sdg,Northern Africa and Western Asia,urban,Drinking water,2001,2.90374,6079514.61364,Unimproved
sdg,Northern Africa and Western Asia,total,Drinking water,2002,8.67327,32597179.76469,Unimproved
sdg,Northern Africa and Western Asia,rural,Drinking water,2002,15.66402,25265949.99536,Unimproved
sdg,Northern Africa and Western Asia,urban,Drinking water,2002,2.81739,6044316.93918,Unimproved
sdg,Northern Africa and Western Asia,total,Drinking water,2003,8.39033,32135231.31108,Unimproved
sdg,Northern Africa and Western Asia,rural,Drinking water,2003,15.25135,24895369.81453,Unimproved
sdg,Northern Africa and Western Asia,urban,Drinking water,2003,2.72341,5985221.24356,Unimproved
sdg,Northern Africa and Western Asia,total,Drinking water,2004,8.11032,31658252.04304,Unimproved
sdg,Northern Africa and Western Asia,rural,Drinking water,2004,14.84218,24519186.35785,Unimproved
sdg,Northern Africa and Western Asia,urban,Drinking water,2004,2.62948,5920164.85939,Unimproved
sdg,Northern Africa and Western Asia,total,Drinking water,2005,7.7377,30822037.2076,Unimproved
sdg,Northern Africa and Western Asia,rural,Drinking water,2005,14.26732,23853514.5942,Unimproved
sdg,Northern Africa and Western Asia,urban,Drinking water,2005,2.4996,5777738.19279,Unimproved
sdg,Northern Africa and Western Asia,total,Drinking water,2006,7.35641,29953302.0575,Unimproved
sdg,Northern Africa and Western Asia,rural,Drinking water,2006,13.68288,23168763.74752,Unimproved
sdg,Northern Africa and Western Asia,urban,Drinking water,2006,2.36112,5615832.13229,Unimproved
sdg,Northern Africa and Western Asia,total,Drinking water,2007,6.97064,29041088.72875,Unimproved
sdg,Northern Africa and Western Asia,rural,Drinking water,2007,13.08646,22465390.06548,Unimproved
sdg,Northern Africa and Western Asia,urban,Drinking water,2007,2.21842,5434062.07477,Unimproved
sdg,Northern Africa and Western Asia,total,Drinking water,2008,6.59291,28111508.71172,Unimproved
sdg,Northern Africa and Western Asia,rural,Drinking water,2008,12.49452,21745765.26023,Unimproved
sdg,Northern Africa and Western Asia,urban,Drinking water,2008,2.08214,5254233.31337,Unimproved
sdg,Northern Africa and Western Asia,total,Drinking water,2009,6.22311,27147835.21321,Unimproved
sdg,Northern Africa and Western Asia,rural,Drinking water,2009,11.90594,21000629.10715,Unimproved
sdg,Northern Africa and Western Asia,urban,Drinking water,2009,1.95064,5068823.0936,Unimproved
sdg,Northern Africa and Western Asia,total,Drinking water,2010,5.85606,26100417.35026,Unimproved
sdg,Northern Africa and Western Asia,rural,Drinking water,2010,11.30547,20199498.57522,Unimproved
sdg,Northern Africa and Western Asia,urban,Drinking water,2010,1.8215,4863941.52418,Unimproved
sdg,Northern Africa and Western Asia,total,Drinking water,2011,5.49236,24964172.92171,Unimproved
sdg,Northern Africa and Western Asia,rural,Drinking water,2011,10.68771,19355696.45984,Unimproved
sdg,Northern Africa and Western Asia,urban,Drinking water,2011,1.69033,4621750.22382,Unimproved
sdg,Northern Africa and Western Asia,total,Drinking water,2012,5.13411,23799083.85306,Unimproved
sdg,Northern Africa and Western Asia,rural,Drinking water,2012,10.07511,18491016.07343,Unimproved
sdg,Northern Africa and Western Asia,urban,Drinking water,2012,1.56307,4376861.69949,Unimproved
sdg,Northern Africa and Western Asia,total,Drinking water,2013,4.78024,22625099.63554,Unimproved
sdg,Northern Africa and Western Asia,rural,Drinking water,2013,9.47279,17604183.67691,Unimproved
sdg,Northern Africa and Western Asia,urban,Drinking water,2013,1.4433,4148993.18548,Unimproved
sdg,Northern Africa and Western Asia,total,Drinking water,2014,4.42946,21408060.51895,Unimproved
sdg,Northern Africa and Western Asia,rural,Drinking water,2014,8.87693,16696713.53384,Unimproved
sdg,Northern Africa and Western Asia,urban,Drinking water,2014,1.32173,3902022.11504,Unimproved
sdg,Northern Africa and Western Asia,total,Drinking water,2015,3.92183,19339176.35979,Unimproved
sdg,Northern Africa and Western Asia,rural,Drinking water,2015,8.28872,15761391.36828,Unimproved
