Type,Region,Residence Type,Service Type,Year,Coverage,Population,Service level
sdg,Eastern and South-Eastern Asia,total,Drinking water,2004,71.08743,1481460926.04274,Safely managed service
sdg,Eastern and South-Eastern Asia,urban,Drinking water,2004,80.98237,759430985.29117,Safely managed service
sdg,Eastern and South-Eastern Asia,total,Drinking water,2005,71.81441,1508042026.00772,Safely managed service
sdg,Eastern and South-Eastern Asia,urban,Drinking water,2005,81.01791,784481523.01903,Safely managed service
sdg,Eastern and South-Eastern Asia,total,Drinking water,2006,72.51334,1534410662.83324,Safely managed service
sdg,Eastern and South-Eastern Asia,urban,Drinking water,2006,81.04302,809189134.65109,Safely managed service
sdg,Eastern and South-Eastern Asia,total,Drinking water,2007,73.19482,1560898436.28207,Safely managed service
sdg,Eastern and South-Eastern Asia,urban,Drinking water,2007,81.06712,834012069.0793,Safely managed service
sdg,Eastern and South-Eastern Asia,total,Drinking water,2008,73.85641,1587305852.16261,Safely managed service
sdg,Eastern and South-Eastern Asia,urban,Drinking water,2008,81.08996,859198465.43192,Safely managed service
sdg,Eastern and South-Eastern Asia,total,Drinking water,2009,74.50017,1613726338.55778,Safely managed service
sdg,Eastern and South-Eastern Asia,urban,Drinking water,2009,81.11273,884715446.96372,Safely managed service
sdg,Eastern and South-Eastern Asia,total,Drinking water,2010,75.12278,1639967647.69541,Safely managed service
sdg,Eastern and South-Eastern Asia,urban,Drinking water,2010,81.13697,910528391.10815,Safely managed service
sdg,Eastern and South-Eastern Asia,total,Drinking water,2011,70.373,1548173594.8081,Safely managed service
sdg,Eastern and South-Eastern Asia,rural,Drinking water,2011,57.98482,607685249.4368,Safely managed service
sdg,Eastern and South-Eastern Asia,urban,Drinking water,2011,81.6434,940488373.83783,Safely managed service
sdg,Eastern and South-Eastern Asia,total,Drinking water,2012,71.20334,1578999813.99475,Safely managed service
sdg,Eastern and South-Eastern Asia,rural,Drinking water,2012,58.71492,608273898.82362,Safely managed service
sdg,Eastern and South-Eastern Asia,urban,Drinking water,2012,82.15256,970725913.61358,Safely managed service
sdg,Eastern and South-Eastern Asia,total,Drinking water,2013,72.02808,1609973314.20927,Safely managed service
sdg,Eastern and South-Eastern Asia,rural,Drinking water,2013,59.43447,608437459.95758,Safely managed service
sdg,Eastern and South-Eastern Asia,urban,Drinking water,2013,82.6697,1001535861.30698,Safely managed service
sdg,Eastern and South-Eastern Asia,total,Drinking water,2014,72.8458,1640587023.84669,Safely managed service
sdg,Eastern and South-Eastern Asia,rural,Drinking water,2014,60.13962,607915447.59972,Safely managed service
sdg,Eastern and South-Eastern Asia,urban,Drinking water,2014,83.19297,1032671609.37529,Safely managed service
sdg,Eastern and South-Eastern Asia,total,Drinking water,2015,73.654,1670734113.86011,Safely managed service
sdg,Eastern and South-Eastern Asia,rural,Drinking water,2015,60.8276,606711814.32492,Safely managed service
sdg,Eastern and South-Eastern Asia,urban,Drinking water,2015,83.72021,1064022302.62185,Safely managed service
sdg,Eastern and South-Eastern Asia,total,Drinking water,2016,74.4509,1700478013.45553,Safely managed service
sdg,Eastern and South-Eastern Asia,rural,Drinking water,2016,61.49593,604880167.17041,Safely managed service
sdg,Eastern and South-Eastern Asia,urban,Drinking water,2016,84.24981,1095597849.67797,Safely managed service
sdg,Eastern and South-Eastern Asia,total,Drinking water,2017,75.23881,1730136719.57033,Safely managed service
sdg,Eastern and South-Eastern Asia,rural,Drinking water,2017,62.14762,602612429.34686,Safely managed service
sdg,Eastern and South-Eastern Asia,urban,Drinking water,2017,84.78391,1127524248.04425,Safely managed service
sdg,Eastern and South-Eastern Asia,total,Drinking water,2018,76.00902,1758124460.57633,Safely managed service
sdg,Eastern and South-Eastern Asia,rural,Drinking water,2018,62.77525,599528974.63219,Safely managed service
sdg,Eastern and South-Eastern Asia,urban,Drinking water,2018,85.31588,1158595483.75919,Safely managed service
sdg,Eastern and South-Eastern Asia,total,Drinking water,2019,76.76176,1784159836.34219,Safely managed service
sdg,Eastern and South-Eastern Asia,rural,Drinking water,2019,63.38997,595744507.0004,Safely managed service
sdg,Eastern and South-Eastern Asia,urban,Drinking water,2019,85.83881,1188415350.69914,Safely managed service
sdg,Eastern and South-Eastern Asia,total,Drinking water,2020,77.47743,1807815132.33534,Safely managed service
sdg,Eastern and South-Eastern Asia,rural,Drinking water,2020,63.93492,590825020.80569,Safely managed service
sdg,Eastern and South-Eastern Asia,urban,Drinking water,2020,86.35789,1216990095.58955,Safely managed service
sdg,Eastern and South-Eastern Asia,total,Drinking water,2021,78.14778,1828261775.43059,Safely managed service
sdg,Eastern and South-Eastern Asia,rural,Drinking water,2021,64.45768,585064877.35321,Safely managed service
sdg,Eastern and South-Eastern Asia,urban,Drinking water,2021,86.82634,1243196924.99143,Safely managed service
sdg,Eastern and South-Eastern Asia,total,Drinking water,2022,78.50708,1840461113.72569,Safely managed service
sdg,Eastern and South-Eastern Asia,rural,Drinking water,2022,64.94504,578758661.35331,Safely managed service
sdg,Eastern and South-Eastern Asia,urban,Drinking water,2022,86.82393,1261702437.28017,Safely managed service
sdg,Europe and Northern America,total,Drinking water,2000,91.91202,953653600.83891,Safely managed service
sdg,Europe and Northern America,rural,Drinking water,2000,79.76116,219218655.74069,Safely managed service
sdg,Europe and Northern America,urban,Drinking water,2000,96.29049,734434940.66982,Safely managed service
sdg,Europe and Northern America,total,Drinking water,2001,91.97775,957356538.76446,Safely managed service
sdg,Europe and Northern America,rural,Drinking water,2001,79.87013,218838926.99741,Safely managed service
sdg,Europe and Northern America,urban,Drinking water,2001,96.30369,738517603.32547,Safely managed service
sdg,Europe and Northern America,total,Drinking water,2002,92.04596,961061361.12346,Safely managed service
sdg,Europe and Northern America,rural,Drinking water,2002,80.02097,218339871.74907,Safely managed service
sdg,Europe and Northern America,urban,Drinking water,2002,96.30014,742721492.15242,Safely managed service
sdg,Europe and Northern America,total,Drinking water,2003,92.11443,965045581.88853,Safely managed service
sdg,Europe and Northern America,rural,Drinking water,2003,80.178,217832819.32187,Safely managed service
sdg,Europe and Northern America,urban,Drinking water,2003,96.29365,747212758.63544,Safely managed service
sdg,Europe and Northern America,total,Drinking water,2004,92.37297,971333402.11691,Safely managed service
sdg,Europe and Northern America,rural,Drinking water,2004,80.9568,219031395.83013,Safely managed service
sdg,Europe and Northern America,urban,Drinking water,2004,96.32785,752302016.25109,Safely managed service
sdg,Europe and Northern America,total,Drinking water,2005,92.64132,977853577.08031,Safely managed service
sdg,Europe and Northern America,rural,Drinking water,2005,81.78186,220331647.79576,Safely managed service
sdg,Europe and Northern America,urban,Drinking water,2005,96.36304,757521927.52824,Safely managed service
sdg,Europe and Northern America,total,Drinking water,2006,92.66697,982546994.2669,Safely managed service
sdg,Europe and Northern America,rural,Drinking water,2006,81.72239,219451026.17382,Safely managed service
sdg,Europe and Northern America,urban,Drinking water,2006,96.37889,763095969.27448,Safely managed service
sdg,Europe and Northern America,total,Drinking water,2007,93.48042,995717428.30223,Safely managed service
sdg,Europe and Northern America,rural,Drinking water,2007,84.73399,226727758.19061,Safely managed service
sdg,Europe and Northern America,urban,Drinking water,2007,96.41469,768989669.0545,Safely managed service
sdg,Europe and Northern America,total,Drinking water,2008,93.74727,1003412347.2194,Safely managed service
sdg,Europe and Northern America,rural,Drinking water,2008,85.59824,228293939.12649,Safely managed service
sdg,Europe and Northern America,urban,Drinking water,2008,96.45171,775118401.86581,Safely managed service
sdg,Europe and Northern America,total,Drinking water,2009,93.98562,1010515878.7806,Safely managed service
sdg,Europe and Northern America,rural,Drinking water,2009,86.35252,229486440.57394,Safely managed service
sdg,Europe and Northern America,urban,Drinking water,2009,96.49176,781029439.4108,Safely managed service
sdg,Europe and Northern America,total,Drinking water,2010,94.23592,1017370429.90262,Safely managed service
sdg,Europe and Northern America,rural,Drinking water,2010,87.10392,230595348.14,Safely managed service
sdg,Europe and Northern America,urban,Drinking water,2010,96.55299,786775089.49822,Safely managed service
sdg,Europe and Northern America,total,Drinking water,2011,94.48284,1024154820.5818,Safely managed service
sdg,Europe and Northern America,rural,Drinking water,2011,87.84916,231619536.14251,Safely managed service
sdg,Europe and Northern America,urban,Drinking water,2011,96.615,792535281.96862,Safely managed service
sdg,Europe and Northern America,total,Drinking water,2012,94.7077,1030804819.16527,Safely managed service
sdg,Europe and Northern America,rural,Drinking water,2012,88.51711,232505641.18714,Safely managed service
sdg,Europe and Northern America,urban,Drinking water,2012,96.67693,798299173.64962,Safely managed service
sdg,Europe and Northern America,total,Drinking water,2013,94.9195,1037102635.31405,Safely managed service
sdg,Europe and Northern America,rural,Drinking water,2013,89.14677,233190010.23806,Safely managed service
sdg,Europe and Northern America,urban,Drinking water,2013,96.73656,803912624.6643,Safely managed service
sdg,Europe and Northern America,total,Drinking water,2014,94.99574,1041760649.27341,Safely managed service
sdg,Europe and Northern America,rural,Drinking water,2014,89.31257,232603169.02453,Safely managed service
sdg,Europe and Northern America,urban,Drinking water,2014,96.76578,809157493.46325,Safely managed service
sdg,Europe and Northern America,total,Drinking water,2015,95.0527,1046198602.14651,Safely managed service
sdg,Europe and Northern America,rural,Drinking water,2015,89.42233,231826791.1111,Safely managed service
sdg,Europe and Northern America,urban,Drinking water,2015,96.78751,814371805.0354,Safely managed service
sdg,Europe and Northern America,total,Drinking water,2016,95.10719,1050794455.96235,Safely managed service
sdg,Europe and Northern America,rural,Drinking water,2016,89.52707,231013883.21899,Safely managed service
sdg,Europe and Northern America,urban,Drinking water,2016,96.80754,819780560.70659,Safely managed service
sdg,Europe and Northern America,total,Drinking water,2017,95.16134,1055361382.92557,Safely managed service
sdg,Europe and Northern America,rural,Drinking water,2017,89.63071,230114998.17034,Safely managed service
sdg,Europe and Northern America,urban,Drinking water,2017,96.82735,825246388.87831,Safely managed service
sdg,Europe and Northern America,total,Drinking water,2018,95.21679,1059555894.12104,Safely managed service
sdg,Europe and Northern America,rural,Drinking water,2018,89.73703,229066714.27012,Safely managed service
sdg,Europe and Northern America,urban,Drinking water,2018,96.84799,830489182.61929,Safely managed service
sdg,Europe and Northern America,total,Drinking water,2019,95.27196,1063522164.21876,Safely managed service
sdg,Europe and Northern America,rural,Drinking water,2019,89.83884,227875560.55583,Safely managed service
sdg,Europe and Northern America,urban,Drinking water,2019,96.86949,835646608.80681,Safely managed service
sdg,Europe and Northern America,total,Drinking water,2020,95.31243,1065917237.95448,Safely managed service
sdg,Europe and Northern America,rural,Drinking water,2020,89.8875,226191920.72014,Safely managed service
sdg,Europe and Northern America,urban,Drinking water,2020,96.88751,839725322.39929,Safely managed service
sdg,Europe and Northern America,total,Drinking water,2021,94.21756,1053934631.15135,Safely managed service
sdg,Europe and Northern America,rural,Drinking water,2021,84.82901,211345396.09251,Safely managed service
sdg,Europe and Northern America,urban,Drinking water,2021,96.90779,842589229.34611,Safely managed service
sdg,Europe and Northern America,total,Drinking water,2022,94.33307,1055202784.00284,Safely managed service
sdg,Europe and Northern America,rural,Drinking water,2022,85.09239,209994207.99554,Safely managed service
sdg,Europe and Northern America,urban,Drinking water,2022,96.94884,845208568.44681,Safely managed service
sdg,Latin America and the Caribbean,total,Drinking water,2000,71.03256,371127661.60403,Safely managed service
sdg,Latin America and the Caribbean,rural,Drinking water,2000,40.2828,51509978.60135,Safely managed service
sdg,Latin America and the Caribbean,urban,Drinking water,2000,81.00357,319643751.00983,Safely managed service
sdg,Latin America and the Caribbean,total,Drinking water,2001,71.37896,378219305.43959,Safely managed service
sdg,Latin America and the Caribbean,rural,Drinking water,2001,40.72941,52046434.57292,Safely managed service
sdg,Latin America and the Caribbean,urban,Drinking water,2001,81.12622,326199753.26168,Safely managed service
sdg,Latin America and the Caribbean,total,Drinking water,2002,71.65258,384860971.38342,Safely managed service
sdg,Latin America and the Caribbean,rural,Drinking water,2002,41.177,52613233.47742,Safely managed service
sdg,Latin America and the Caribbean,urban,Drinking water,2002,81.17197,332275411.98689,Safely managed service
sdg,Latin America and the Caribbean,total,Drinking water,2003,71.91649,391342543.51156,Safely managed service
sdg,Latin America and the Caribbean,rural,Drinking water,2003,41.62959,53166266.89214,Safely managed service
sdg,Latin America and the Caribbean,urban,Drinking water,2003,81.21141,338204749.11914,Safely managed service
sdg,Latin America and the Caribbean,total,Drinking water,2004,72.17135,397723001.70061,Safely managed service
sdg,Latin America and the Caribbean,rural,Drinking water,2004,42.07504,53709297.91125,Safely managed service
sdg,Latin America and the Caribbean,urban,Drinking water,2004,81.25137,344042973.33267,Safely managed service
sdg,Latin America and the Caribbean,total,Drinking water,2005,72.42359,404067522.87844,Safely managed service
sdg,Latin America and the Caribbean,rural,Drinking water,2005,42.52061,54237179.73608,Safely managed service
sdg,Latin America and the Caribbean,urban,Drinking water,2005,81.29341,349860393.11101,Safely managed service
sdg,Latin America and the Caribbean,total,Drinking water,2006,72.67487,410338559.13917,Safely managed service
sdg,Latin America and the Caribbean,rural,Drinking water,2006,42.9665,54738762.86089,Safely managed service
sdg,Latin America and the Caribbean,urban,Drinking water,2006,81.33839,355630625.04894,Safely managed service
sdg,Latin America and the Caribbean,total,Drinking water,2007,72.92547,416552674.51493,Safely managed service
sdg,Latin America and the Caribbean,rural,Drinking water,2007,43.41215,55218928.00704,Safely managed service
sdg,Latin America and the Caribbean,urban,Drinking water,2007,81.38743,361365335.54534,Safely managed service
sdg,Latin America and the Caribbean,total,Drinking water,2008,73.20843,422887343.87892,Safely managed service
sdg,Latin America and the Caribbean,rural,Drinking water,2008,43.96959,55825336.98811,Safely managed service
sdg,Latin America and the Caribbean,urban,Drinking water,2008,81.45254,367094335.93008,Safely managed service
sdg,Latin America and the Caribbean,total,Drinking water,2009,73.48778,429188784.63319,Safely managed service
sdg,Latin America and the Caribbean,rural,Drinking water,2009,44.52927,56427602.3313,Safely managed service
sdg,Latin America and the Caribbean,urban,Drinking water,2009,81.51944,372794211.56748,Safely managed service
sdg,Latin America and the Caribbean,total,Drinking water,2010,73.76344,435574257.78084,Safely managed service
sdg,Latin America and the Caribbean,rural,Drinking water,2010,45.08703,57020547.20497,Safely managed service
sdg,Latin America and the Caribbean,urban,Drinking water,2010,81.58613,378587236.71024,Safely managed service
sdg,Latin America and the Caribbean,total,Drinking water,2011,74.03388,442081740.45064,Safely managed service
sdg,Latin America and the Caribbean,rural,Drinking water,2011,45.63942,57612022.22121,Safely managed service
sdg,Latin America and the Caribbean,urban,Drinking water,2011,81.65264,384503370.06884,Safely managed service
sdg,Latin America and the Caribbean,total,Drinking water,2012,74.29563,448577357.66697,Safely managed service
sdg,Latin America and the Caribbean,rural,Drinking water,2012,46.186,58200712.44003,Safely managed service
sdg,Latin America and the Caribbean,urban,Drinking water,2012,81.71685,390410260.94922,Safely managed service
sdg,Latin America and the Caribbean,total,Drinking water,2013,74.78974,456425625.81484,Safely managed service
sdg,Latin America and the Caribbean,rural,Drinking water,2013,47.0541,59178034.64058,Safely managed service
sdg,Latin America and the Caribbean,urban,Drinking water,2013,81.99608,397281229.48386,Safely managed service
sdg,Latin America and the Caribbean,total,Drinking water,2014,75.27856,464234849.20001,Safely managed service
sdg,Latin America and the Caribbean,rural,Drinking water,2014,47.92449,60134690.77587,Safely managed service
sdg,Latin America and the Caribbean,urban,Drinking water,2014,82.27291,404133832.98975,Safely managed service
sdg,Latin America and the Caribbean,total,Drinking water,2015,75.32001,469267654.66988,Safely managed service
sdg,Latin America and the Caribbean,rural,Drinking water,2015,48.796,61072829.70845,Safely managed service
sdg,Latin America and the Caribbean,urban,Drinking water,2015,81.99461,408228464.33154,Safely managed service
sdg,Latin America and the Caribbean,total,Drinking water,2016,75.33976,474110390.59089,Safely managed service
sdg,Latin America and the Caribbean,rural,Drinking water,2016,49.55895,61861977.97434,Safely managed service
sdg,Latin America and the Caribbean,urban,Drinking water,2016,81.72557,412282054.00921,Safely managed service
sdg,Latin America and the Caribbean,total,Drinking water,2017,75.38876,479022923.96958,Safely managed service
sdg,Latin America and the Caribbean,rural,Drinking water,2017,50.46254,62811590.18109,Safely managed service
sdg,Latin America and the Caribbean,urban,Drinking water,2017,81.46778,416244915.52286,Safely managed service
sdg,Latin America and the Caribbean,total,Drinking water,2018,75.43071,483706718.88265,Safely managed service
sdg,Latin America and the Caribbean,rural,Drinking water,2018,51.16892,63503756.54586,Safely managed service
sdg,Latin America and the Caribbean,urban,Drinking water,2018,81.25947,420236238.38969,Safely managed service
sdg,Latin America and the Caribbean,total,Drinking water,2019,75.50583,488374077.581,Safely managed service
sdg,Latin America and the Caribbean,rural,Drinking water,2019,51.98273,64278968.24378,Safely managed service
sdg,Latin America and the Caribbean,urban,Drinking water,2019,81.07218,424128031.87148,Safely managed service
sdg,Latin America and the Caribbean,total,Drinking water,2020,75.52681,492278398.76812,Safely managed service
sdg,Latin America and the Caribbean,rural,Drinking water,2020,52.79595,64959003.2917,Safely managed service
sdg,Latin America and the Caribbean,urban,Drinking water,2020,80.82231,427352055.10058,Safely managed service
sdg,Latin America and the Caribbean,total,Drinking water,2021,75.37404,494495367.83377,Safely managed service
sdg,Latin America and the Caribbean,rural,Drinking water,2021,52.60684,64322372.03989,Safely managed service
sdg,Latin America and the Caribbean,urban,Drinking water,2021,80.59519,430205263.34781,Safely managed service
sdg,Latin America and the Caribbean,total,Drinking water,2022,75.23179,496700044.34453,Safely managed service
sdg,Latin America and the Caribbean,rural,Drinking water,2022,53.08232,64466744.24615,Safely managed service
sdg,Latin America and the Caribbean,urban,Drinking water,2022,80.23049,432265467.13586,Safely managed service
sdg,Northern Africa and Western Asia,total,Drinking water,2000,66.55517,240704537.53233,Safely managed service
sdg,Northern Africa and Western Asia,urban,Drinking water,2000,75.35237,153937258.37714,Safely managed service
sdg,Northern Africa and Western Asia,total,Drinking water,2001,66.64198,245720402.42443,Safely managed service
sdg,Northern Africa and Western Asia,urban,Drinking water,2001,75.35894,157777894.26906,Safely managed service
sdg,Northern Africa and Western Asia,total,Drinking water,2002,67.01415,251862652.76489,Safely managed service
sdg,Northern Africa and Western Asia,urban,Drinking water,2002,75.58821,162163744.06528,Safely managed service
sdg,Northern Africa and Western Asia,total,Drinking water,2003,67.43753,258287902.04443,Safely managed service
sdg,Northern Africa and Western Asia,urban,Drinking water,2003,75.82994,166650958.04745,Safely managed service
sdg,Northern Africa and Western Asia,total,Drinking water,2004,67.87031,264928558.95188,Safely managed service
sdg,Northern Africa and Western Asia,urban,Drinking water,2004,76.08382,171299641.03471,Safely managed service
sdg,Northern Africa and Western Asia,total,Drinking water,2005,68.49788,272851801.44519,Safely managed service
sdg,Northern Africa and Western Asia,urban,Drinking water,2005,76.51567,176863060.43568,Safely managed service
sdg,Northern Africa and Western Asia,total,Drinking water,2006,69.2775,282079123.44987,Safely managed service
sdg,Northern Africa and Western Asia,urban,Drinking water,2006,77.11325,183410854.68318,Safely managed service
sdg,Northern Africa and Western Asia,total,Drinking water,2007,70.13754,292207289.08662,Safely managed service
sdg,Northern Africa and Western Asia,urban,Drinking water,2007,77.79465,190559046.49276,Safely managed service
sdg,Northern Africa and Western Asia,total,Drinking water,2008,70.90767,302343391.09908,Safely managed service
sdg,Northern Africa and Western Asia,urban,Drinking water,2008,78.40253,197847036.97199,Safely managed service
sdg,Northern Africa and Western Asia,total,Drinking water,2009,71.59604,312332215.42806,Safely managed service
sdg,Northern Africa and Western Asia,urban,Drinking water,2009,78.92693,205095108.09229,Safely managed service
sdg,Northern Africa and Western Asia,total,Drinking water,2010,72.30437,322260265.62577,Safely managed service
sdg,Northern Africa and Western Asia,urban,Drinking water,2010,79.47089,212210705.93737,Safely managed service
sdg,Northern Africa and Western Asia,total,Drinking water,2011,72.90887,331389414.34876,Safely managed service
sdg,Northern Africa and Western Asia,urban,Drinking water,2011,79.83393,218284352.36407,Safely managed service
sdg,Northern Africa and Western Asia,total,Drinking water,2012,73.41793,340327828.3673,Safely managed service
sdg,Northern Africa and Western Asia,urban,Drinking water,2012,80.17925,224515566.17689,Safely managed service
sdg,Northern Africa and Western Asia,total,Drinking water,2013,73.88018,349678178.46774,Safely managed service
sdg,Northern Africa and Western Asia,urban,Drinking water,2013,80.24103,230664796.66027,Safely managed service
sdg,Northern Africa and Western Asia,total,Drinking water,2014,74.32687,359229836.4993,Safely managed service
sdg,Northern Africa and Western Asia,urban,Drinking water,2014,80.17877,236703650.96869,Safely managed service
sdg,Northern Africa and Western Asia,total,Drinking water,2015,74.84513,369073428.89769,Safely managed service
sdg,Northern Africa and Western Asia,urban,Drinking water,2015,80.31226,243315229.01259,Safely managed service
sdg,Northern Africa and Western Asia,total,Drinking water,2016,75.39509,379000128.68233,Safely managed service
sdg,Northern Africa and Western Asia,urban,Drinking water,2016,80.49067,249811002.04556,Safely managed service
sdg,Northern Africa and Western Asia,total,Drinking water,2017,75.95083,388797390.13141,Safely managed service
sdg,Northern Africa and Western Asia,urban,Drinking water,2017,80.64654,256002207.13819,Safely managed service
sdg,Northern Africa and Western Asia,total,Drinking water,2018,76.25633,397329697.36384,Safely managed service
sdg,Northern Africa and Western Asia,urban,Drinking water,2018,80.80984,262213484.59232,Safely managed service
sdg,Northern Africa and Western Asia,total,Drinking water,2019,76.56566,405912533.839,Safely managed service
sdg,Northern Africa and Western Asia,urban,Drinking water,2019,80.93765,268327469.39474,Safely managed service
sdg,Northern Africa and Western Asia,total,Drinking water,2020,76.8232,413351408.72934,Safely managed service
sdg,Northern Africa and Western Asia,urban,Drinking water,2020,80.98826,273466554.86847,Safely managed service
sdg,Northern Africa and Western Asia,total,Drinking water,2021,76.81537,419005452.98567,Safely managed service
sdg,Northern Africa and Western Asia,urban,Drinking water,2021,81.00701,278292198.48854,Safely managed service
sdg,Northern Africa and Western Asia,total,Drinking water,2022,76.90275,425802864.62981,Safely managed service
sdg,Northern Africa and Western Asia,urban,Drinking water,2022,81.03178,283743469.4058,Safely managed service
sdg,Oceania,urban,Drinking water,2000,58.80608,1170742.6711,Safely managed service
sdg,Oceania,urban,Drinking water,2001,58.69202,1194880.07384,Safely managed service
sdg,Oceania,urban,Drinking water,2002,58.49766,1216115.69978,Safely managed service
sdg,Oceania,urban,Drinking water,2003,58.32496,1238294.30793,Safely managed service
sdg,Oceania,urban,Drinking water,2004,58.19414,1261663.1073,Safely managed service
sdg,Oceania,urban,Drinking water,2005,58.06384,1285198.00807,Safely managed service
sdg,Oceania,urban,Drinking water,2006,57.91448,1308692.09445,Safely managed service
sdg,Oceania,urban,Drinking water,2007,57.75223,1332064.60559,Safely managed service
sdg,Oceania,urban,Drinking water,2008,57.58189,1355332.52462,Safely managed service
sdg,Oceania,urban,Drinking water,2009,57.40573,1378307.34101,Safely managed service
sdg,Oceania,urban,Drinking water,2010,57.23583,1401566.53677,Safely managed service
sdg,Oceania,urban,Drinking water,2011,57.09872,1426305.50454,Safely managed service
sdg,Oceania,urban,Drinking water,2012,56.98525,1451732.84387,Safely managed service
sdg,Oceania,urban,Drinking water,2013,56.85282,1476310.9715,Safely managed service
sdg,Oceania,urban,Drinking water,2014,56.72194,1501101.53503,Safely managed service
sdg,Oceania,urban,Drinking water,2015,56.59165,1525545.98718,Safely managed service
sdg,Oceania,urban,Drinking water,2016,56.45719,1549724.92774,Safely managed service
sdg,Oceania,urban,Drinking water,2017,56.32314,1574373.41705,Safely managed service
sdg,Oceania,urban,Drinking water,2018,56.18302,1599411.19314,Safely managed service
sdg,Oceania,urban,Drinking water,2019,56.02366,1624447.03834,Safely managed service
sdg,Oceania,urban,Drinking water,2020,55.87523,1652074.24003,Safely managed service
sdg,Oceania,urban,Drinking water,2021,55.58511,1677564.90295,Safely managed service
sdg,Oceania,urban,Drinking water,2022,55.32068,1705472.38032,Safely managed service
sdg,Sub-Saharan Africa,total,Drinking water,2000,16.88992,108183322.95313,Safely managed service
sdg,Sub-Saharan Africa,rural,Drinking water,2000,5.93939,26007148.6291,Safely managed service
sdg,Sub-Saharan Africa,urban,Drinking water,2000,40.55202,82176175.17976,Safely managed service
sdg,Sub-Saharan Africa,total,Drinking water,2001,17.20914,113164178.28007,Safely managed service
sdg,Sub-Saharan Africa,rural,Drinking water,2001,6.12784,27366789.33779,Safely managed service
sdg,Sub-Saharan Africa,urban,Drinking water,2001,40.66526,85797388.87795,Safely managed service
sdg,Sub-Saharan Africa,total,Drinking water,2002,17.69097,119456051.83236,Safely managed service
sdg,Sub-Saharan Africa,rural,Drinking water,2002,6.38027,29061801.72188,Safely managed service
sdg,Sub-Saharan Africa,urban,Drinking water,2002,41.1364,90394250.03336,Safely managed service
sdg,Sub-Saharan Africa,total,Drinking water,2003,18.18922,126131262.85753,Safely managed service
sdg,Sub-Saharan Africa,rural,Drinking water,2003,6.65101,30899714.06108,Safely managed service
sdg,Sub-Saharan Africa,urban,Drinking water,2003,41.61255,95231549.77513,Safely managed service
sdg,Sub-Saharan Africa,total,Drinking water,2004,18.74906,133542462.82976,Safely managed service
sdg,Sub-Saharan Africa,rural,Drinking water,2004,6.94079,32891786.65239,Safely managed service
sdg,Sub-Saharan Africa,urban,Drinking water,2004,42.22434,100650675.6127,Safely managed service
sdg,Sub-Saharan Africa,total,Drinking water,2005,19.32426,141388952.01989,Safely managed service
sdg,Sub-Saharan Africa,rural,Drinking water,2005,7.23831,34981381.7737,Safely managed service
sdg,Sub-Saharan Africa,urban,Drinking water,2005,42.83992,106407569.15018,Safely managed service
sdg,Sub-Saharan Africa,total,Drinking water,2006,19.94405,149913326.77452,Safely managed service
sdg,Sub-Saharan Africa,rural,Drinking water,2006,7.57147,37319393.19426,Safely managed service
sdg,Sub-Saharan Africa,urban,Drinking water,2006,43.51041,112593935.02458,Safely managed service
sdg,Sub-Saharan Africa,total,Drinking water,2007,20.59358,159058863.45225,Safely managed service
sdg,Sub-Saharan Africa,rural,Drinking water,2007,7.95787,40036533.72906,Safely managed service
sdg,Sub-Saharan Africa,urban,Drinking water,2007,44.2027,119022329.6233,Safely managed service
sdg,Sub-Saharan Africa,total,Drinking water,2008,21.30546,169112263.79879,Safely managed service
sdg,Sub-Saharan Africa,rural,Drinking water,2008,8.3699,42924909.18849,Safely managed service
sdg,Sub-Saharan Africa,urban,Drinking water,2008,44.92218,126187354.01166,Safely managed service
sdg,Sub-Saharan Africa,total,Drinking water,2009,22.04427,179824012.07568,Safely managed service
sdg,Sub-Saharan Africa,rural,Drinking water,2009,8.79932,45996544.94687,Safely managed service
sdg,Sub-Saharan Africa,urban,Drinking water,2009,45.67303,133827467.95312,Safely managed service
sdg,Sub-Saharan Africa,total,Drinking water,2010,22.81341,191268752.20766,Safely managed service
sdg,Sub-Saharan Africa,rural,Drinking water,2010,9.24366,49244512.26109,Safely managed service
sdg,Sub-Saharan Africa,urban,Drinking water,2010,46.46374,142024242.4406,Safely managed service
sdg,Sub-Saharan Africa,total,Drinking water,2011,23.3602,203691372.05868,Safely managed service
sdg,Sub-Saharan Africa,rural,Drinking water,2011,9.57893,52804650.77649,Safely managed service
sdg,Sub-Saharan Africa,urban,Drinking water,2011,47.04913,150886719.11978,Safely managed service
sdg,Sub-Saharan Africa,total,Drinking water,2012,24.17761,216702518.04641,Safely managed service
sdg,Sub-Saharan Africa,rural,Drinking water,2012,10.04881,56470274.39424,Safely managed service
sdg,Sub-Saharan Africa,urban,Drinking water,2012,47.92579,160232242.25304,Safely managed service
sdg,Sub-Saharan Africa,total,Drinking water,2013,25.02135,230511591.58816,Safely managed service
sdg,Sub-Saharan Africa,rural,Drinking water,2013,10.53399,60337458.81621,Safely managed service
sdg,Sub-Saharan Africa,urban,Drinking water,2013,48.83451,170174131.97276,Safely managed service
sdg,Sub-Saharan Africa,total,Drinking water,2014,25.90502,245240232.29131,Safely managed service
sdg,Sub-Saharan Africa,rural,Drinking water,2014,11.04117,64425778.96862,Safely managed service
sdg,Sub-Saharan Africa,urban,Drinking water,2014,49.78575,180814452.83208,Safely managed service
